date,furnace,sensor_tag,sensor_type,value,unit,is_anomaly,anomaly_score
2023-05-27,SAF-01,SAF-01_TEMPERATURE_C,temperature_c,1625.452,°C,False,0.0
2023-05-27,SAF-01,SAF-01_ELECTRODE_POS_MM,electrode_pos_mm,1902.214,mm,False,0.0
2023-05-27,SAF-01,SAF-01_POWER_MW,power_mw,38.064,MW,False,0.0
2023-05-27,SAF-01,SAF-01_OFF_GAS_CO_PCT,off_gas_co_pct,64.504,%,False,0.0
2023-05-27,SAF-01,SAF-01_TAP_WEIGHT_T,tap_weight_t,37.254,t,False,0.0
2023-05-27,SAF-01,SAF-01_CR_YIELD_PCT,cr_yield_pct,88.45,%,False,0.0
2023-05-27,SAF-02,SAF-02_TEMPERATURE_C,temperature_c,1621.387,°C,False,0.0
2023-05-27,SAF-02,SAF-02_ELECTRODE_POS_MM,electrode_pos_mm,1854.897,mm,False,0.0
2023-05-27,SAF-02,SAF-02_POWER_MW,power_mw,38.041,MW,False,0.0
2023-05-27,SAF-02,SAF-02_OFF_GAS_CO_PCT,off_gas_co_pct,64.814,%,False,0.0
2023-05-27,SAF-02,SAF-02_TAP_WEIGHT_T,tap_weight_t,37.948,t,False,0.0
2023-05-27,SAF-02,SAF-02_CR_YIELD_PCT,cr_yield_pct,87.887,%,False,0.0
2023-05-28,SAF-01,SAF-01_TEMPERATURE_C,temperature_c,1623.551,°C,False,0.0
2023-05-28,SAF-01,SAF-01_ELECTRODE_POS_MM,electrode_pos_mm,1857.18,mm,False,0.0
2023-05-28,SAF-01,SAF-01_POWER_MW,power_mw,36.476,MW,False,0.0
2023-05-28,SAF-01,SAF-01_OFF_GAS_CO_PCT,off_gas_co_pct,66.401,%,False,0.0
2023-05-28,SAF-01,SAF-01_TAP_WEIGHT_T,tap_weight_t,40.404,t,False,0.0
2023-05-28,SAF-01,SAF-01_CR_YIELD_PCT,cr_yield_pct,88.995,%,False,0.0
2023-05-28,SAF-02,SAF-02_TEMPERATURE_C,temperature_c,1613.509,°C,False,0.0
2023-05-28,SAF-02,SAF-02_ELECTRODE_POS_MM,electrode_pos_mm,1845.514,mm,False,0.0
2023-05-28,SAF-02,SAF-02_POWER_MW,power_mw,40.129,MW,False,0.0
2023-05-28,SAF-02,SAF-02_OFF_GAS_CO_PCT,off_gas_co_pct,65.435,%,False,0.0
2023-05-28,SAF-02,SAF-02_TAP_WEIGHT_T,tap_weight_t,40.132,t,False,0.0
2023-05-28,SAF-02,SAF-02_CR_YIELD_PCT,cr_yield_pct,88.899,%,False,0.0
2023-05-29,SAF-01,SAF-01_TEMPERATURE_C,temperature_c,1583.085,°C,False,0.0
2023-05-29,SAF-01,SAF-01_ELECTRODE_POS_MM,electrode_pos_mm,1873.438,mm,False,0.0
2023-05-29,SAF-01,SAF-01_POWER_MW,power_mw,39.528,MW,False,0.0
2023-05-29,SAF-01,SAF-01_OFF_GAS_CO_PCT,off_gas_co_pct,57.745,%,False,0.0
2023-05-29,SAF-01,SAF-01_TAP_WEIGHT_T,tap_weight_t,40.685,t,False,0.0
2023-05-29,SAF-01,SAF-01_CR_YIELD_PCT,cr_yield_pct,86.738,%,False,0.0
2023-05-29,SAF-02,SAF-02_TEMPERATURE_C,temperature_c,1655.994,°C,False,0.0
2023-05-29,SAF-02,SAF-02_ELECTRODE_POS_MM,electrode_pos_mm,1830.741,mm,False,0.0
2023-05-29,SAF-02,SAF-02_POWER_MW,power_mw,35.594,MW,False,0.0
2023-05-29,SAF-02,SAF-02_OFF_GAS_CO_PCT,off_gas_co_pct,60.161,%,False,0.0
2023-05-29,SAF-02,SAF-02_TAP_WEIGHT_T,tap_weight_t,40.105,t,False,0.0
2023-05-29,SAF-02,SAF-02_CR_YIELD_PCT,cr_yield_pct,88.717,%,False,0.0
2023-05-30,SAF-01,SAF-01_TEMPERATURE_C,temperature_c,1620.393,°C,False,0.0
2023-05-30,SAF-01,SAF-01_ELECTRODE_POS_MM,electrode_pos_mm,1824.704,mm,False,0.0
2023-05-30,SAF-01,SAF-01_POWER_MW,power_mw,36.022,MW,False,0.0
2023-05-30,SAF-01,SAF-01_OFF_GAS_CO_PCT,off_gas_co_pct,61.81,%,False,0.0
2023-05-30,SAF-01,SAF-01_TAP_WEIGHT_T,tap_weight_t,40.766,t,False,0.0
2023-05-30,SAF-01,SAF-01_CR_YIELD_PCT,cr_yield_pct,89.874,%,False,0.0
2023-05-30,SAF-02,SAF-02_TEMPERATURE_C,temperature_c,1641.225,°C,False,0.0
2023-05-30,SAF-02,SAF-02_ELECTRODE_POS_MM,electrode_pos_mm,1874.211,mm,False,0.0
2023-05-30,SAF-02,SAF-02_POWER_MW,power_mw,36.509,MW,False,0.0
2023-05-30,SAF-02,SAF-02_OFF_GAS_CO_PCT,off_gas_co_pct,62.144,%,False,0.0
2023-05-30,SAF-02,SAF-02_TAP_WEIGHT_T,tap_weight_t,39.098,t,False,0.0
2023-05-30,SAF-02,SAF-02_CR_YIELD_PCT,cr_yield_pct,89.147,%,False,0.0
2023-05-31,SAF-01,SAF-01_TEMPERATURE_C,temperature_c,1628.156,°C,False,0.0
2023-05-31,SAF-01,SAF-01_ELECTRODE_POS_MM,electrode_pos_mm,1840.359,mm,False,0.0
2023-05-31,SAF-01,SAF-01_POWER_MW,power_mw,37.222,MW,False,0.0
2023-05-31,SAF-01,SAF-01_OFF_GAS_CO_PCT,off_gas_co_pct,65.355,%,False,0.0
2023-05-31,SAF-01,SAF-01_TAP_WEIGHT_T,tap_weight_t,39.859,t,False,0.0
2023-05-31,SAF-01,SAF-01_CR_YIELD_PCT,cr_yield_pct,88.184,%,False,0.0
2023-05-31,SAF-02,SAF-02_TEMPERATURE_C,temperature_c,1616.835,°C,False,0.0
2023-05-31,SAF-02,SAF-02_ELECTRODE_POS_MM,electrode_pos_mm,1842.57,mm,False,0.0
2023-05-31,SAF-02,SAF-02_POWER_MW,power_mw,36.765,MW,False,0.0
2023-05-31,SAF-02,SAF-02_OFF_GAS_CO_PCT,off_gas_co_pct,64.28,%,False,0.0
2023-05-31,SAF-02,SAF-02_TAP_WEIGHT_T,tap_weight_t,39.156,t,False,0.0
2023-05-31,SAF-02,SAF-02_CR_YIELD_PCT,cr_yield_pct,87.905,%,False,0.0
2023-06-01,SAF-01,SAF-01_TEMPERATURE_C,temperature_c,1625.574,°C,False,0.0
2023-06-01,SAF-01,SAF-01_ELECTRODE_POS_MM,electrode_pos_mm,1859.181,mm,False,0.0
2023-06-01,SAF-01,SAF-01_POWER_MW,power_mw,36.654,MW,False,0.0
2023-06-01,SAF-01,SAF-01_OFF_GAS_CO_PCT,off_gas_co_pct,61.027,%,False,0.0
2023-06-01,SAF-01,SAF-01_TAP_WEIGHT_T,tap_weight_t,40.46,t,False,0.0
2023-06-01,SAF-01,SAF-01_CR_YIELD_PCT,cr_yield_pct,87.711,%,False,0.0
2023-06-01,SAF-02,SAF-02_TEMPERATURE_C,temperature_c,1630.861,°C,False,0.0
2023-06-01,SAF-02,SAF-02_ELECTRODE_POS_MM,electrode_pos_mm,1830.966,mm,False,0.0
2023-06-01,SAF-02,SAF-02_POWER_MW,power_mw,38.704,MW,False,0.0
2023-06-01,SAF-02,SAF-02_OFF_GAS_CO_PCT,off_gas_co_pct,61.779,%,False,0.0
2023-06-01,SAF-02,SAF-02_TAP_WEIGHT_T,tap_weight_t,37.941,t,False,0.0
2023-06-01,SAF-02,SAF-02_CR_YIELD_PCT,cr_yield_pct,87.617,%,False,0.0
2023-06-02,SAF-01,SAF-01_TEMPERATURE_C,temperature_c,1615.671,°C,False,0.0
2023-06-02,SAF-01,SAF-01_ELECTRODE_POS_MM,electrode_pos_mm,1828.205,mm,False,0.0
2023-06-02,SAF-01,SAF-01_POWER_MW,power_mw,35.033,MW,False,0.0
2023-06-02,SAF-01,SAF-01_OFF_GAS_CO_PCT,off_gas_co_pct,60.739,%,False,0.0
2023-06-02,SAF-01,SAF-01_TAP_WEIGHT_T,tap_weight_t,39.047,t,False,0.0
2023-06-02,SAF-01,SAF-01_CR_YIELD_PCT,cr_yield_pct,87.402,%,False,0.0
2023-06-02,SAF-02,SAF-02_TEMPERATURE_C,temperature_c,1645.057,°C,False,0.0
2023-06-02,SAF-02,SAF-02_ELECTRODE_POS_MM,electrode_pos_mm,1875.652,mm,False,0.0
2023-06-02,SAF-02,SAF-02_POWER_MW,power_mw,38.121,MW,False,0.0
2023-06-02,SAF-02,SAF-02_OFF_GAS_CO_PCT,off_gas_co_pct,59.885,%,False,0.0
2023-06-02,SAF-02,SAF-02_TAP_WEIGHT_T,tap_weight_t,41.01,t,False,0.0
2023-06-02,SAF-02,SAF-02_CR_YIELD_PCT,cr_yield_pct,88.821,%,False,0.0
2023-06-03,SAF-01,SAF-01_TEMPERATURE_C,temperature_c,1599.748,°C,False,0.0
2023-06-03,SAF-01,SAF-01_ELECTRODE_POS_MM,electrode_pos_mm,1804.277,mm,False,0.0
2023-06-03,SAF-01,SAF-01_POWER_MW,power_mw,33.9,MW,False,0.0
2023-06-03,SAF-01,SAF-01_OFF_GAS_CO_PCT,off_gas_co_pct,65.686,%,False,0.0
2023-06-03,SAF-01,SAF-01_TAP_WEIGHT_T,tap_weight_t,40.699,t,False,0.0
2023-06-03,SAF-01,SAF-01_CR_YIELD_PCT,cr_yield_pct,87.705,%,False,0.0
2023-06-03,SAF-02,SAF-02_TEMPERATURE_C,temperature_c,1584.876,°C,False,0.0
2023-06-03,SAF-02,SAF-02_ELECTRODE_POS_MM,electrode_pos_mm,1866.375,mm,False,0.0
2023-06-03,SAF-02,SAF-02_POWER_MW,power_mw,39.683,MW,False,0.0
2023-06-03,SAF-02,SAF-02_OFF_GAS_CO_PCT,off_gas_co_pct,59.846,%,False,0.0
2023-06-03,SAF-02,SAF-02_TAP_WEIGHT_T,tap_weight_t,40.102,t,False,0.0
2023-06-03,SAF-02,SAF-02_CR_YIELD_PCT,cr_yield_pct,88.696,%,False,0.0
2023-06-04,SAF-01,SAF-01_TEMPERATURE_C,temperature_c,1602.384,°C,False,0.0
2023-06-04,SAF-01,SAF-01_ELECTRODE_POS_MM,electrode_pos_mm,1861.288,mm,False,0.0
2023-06-04,SAF-01,SAF-01_POWER_MW,power_mw,39.092,MW,False,0.0
2023-06-04,SAF-01,SAF-01_OFF_GAS_CO_PCT,off_gas_co_pct,59.649,%,False,0.0
2023-06-04,SAF-01,SAF-01_TAP_WEIGHT_T,tap_weight_t,40.215,t,False,0.0
2023-06-04,SAF-01,SAF-01_CR_YIELD_PCT,cr_yield_pct,88.687,%,False,0.0
2023-06-04,SAF-02,SAF-02_TEMPERATURE_C,temperature_c,1612.634,°C,False,0.0
2023-06-04,SAF-02,SAF-02_ELECTRODE_POS_MM,electrode_pos_mm,1889.218,mm,False,0.0
2023-06-04,SAF-02,SAF-02_POWER_MW,power_mw,38.212,MW,False,0.0
2023-06-04,SAF-02,SAF-02_OFF_GAS_CO_PCT,off_gas_co_pct,63.293,%,False,0.0
2023-06-04,SAF-02,SAF-02_TAP_WEIGHT_T,tap_weight_t,40.487,t,False,0.0
2023-06-04,SAF-02,SAF-02_CR_YIELD_PCT,cr_yield_pct,87.224,%,False,0.0
2023-06-05,SAF-01,SAF-01_TEMPERATURE_C,temperature_c,1619.258,°C,False,0.0
2023-06-05,SAF-01,SAF-01_ELECTRODE_POS_MM,electrode_pos_mm,1818.236,mm,False,0.0
2023-06-05,SAF-01,SAF-01_POWER_MW,power_mw,40.474,MW,False,0.0
2023-06-05,SAF-01,SAF-01_OFF_GAS_CO_PCT,off_gas_co_pct,64.741,%,False,0.0
2023-06-05,SAF-01,SAF-01_TAP_WEIGHT_T,tap_weight_t,36.237,t,False,0.0
2023-06-05,SAF-01,SAF-01_CR_YIELD_PCT,cr_yield_pct,88.031,%,False,0.0
2023-06-05,SAF-02,SAF-02_TEMPERATURE_C,temperature_c,1676.713,°C,False,0.0
2023-06-05,SAF-02,SAF-02_ELECTRODE_POS_MM,electrode_pos_mm,1860.75,mm,False,0.0
2023-06-05,SAF-02,SAF-02_POWER_MW,power_mw,38.575,MW,False,0.0
2023-06-05,SAF-02,SAF-02_OFF_GAS_CO_PCT,off_gas_co_pct,62.197,%,False,0.0
2023-06-05,SAF-02,SAF-02_TAP_WEIGHT_T,tap_weight_t,38.292,t,False,0.0
2023-06-05,SAF-02,SAF-02_CR_YIELD_PCT,cr_yield_pct,88.367,%,False,0.0
2023-06-06,SAF-01,SAF-01_TEMPERATURE_C,temperature_c,1632.802,°C,False,0.0
2023-06-06,SAF-01,SAF-01_ELECTRODE_POS_MM,electrode_pos_mm,1814.074,mm,False,0.0
2023-06-06,SAF-01,SAF-01_POWER_MW,power_mw,36.445,MW,False,0.0
2023-06-06,SAF-01,SAF-01_OFF_GAS_CO_PCT,off_gas_co_pct,64.159,%,False,0.0
2023-06-06,SAF-01,SAF-01_TAP_WEIGHT_T,tap_weight_t,39.106,t,False,0.0
2023-06-06,SAF-01,SAF-01_CR_YIELD_PCT,cr_yield_pct,87.998,%,False,0.0
2023-06-06,SAF-02,SAF-02_TEMPERATURE_C,temperature_c,1643.811,°C,False,0.0
2023-06-06,SAF-02,SAF-02_ELECTRODE_POS_MM,electrode_pos_mm,1860.286,mm,False,0.0
2023-06-06,SAF-02,SAF-02_POWER_MW,power_mw,38.459,MW,False,0.0
2023-06-06,SAF-02,SAF-02_OFF_GAS_CO_PCT,off_gas_co_pct,58.491,%,False,0.0
2023-06-06,SAF-02,SAF-02_TAP_WEIGHT_T,tap_weight_t,40.431,t,False,0.0
2023-06-06,SAF-02,SAF-02_CR_YIELD_PCT,cr_yield_pct,88.722,%,False,0.0
2023-06-07,SAF-01,SAF-01_TEMPERATURE_C,temperature_c,1611.313,°C,False,0.0
2023-06-07,SAF-01,SAF-01_ELECTRODE_POS_MM,electrode_pos_mm,1847.133,mm,False,0.0
2023-06-07,SAF-01,SAF-01_POWER_MW,power_mw,39.213,MW,False,0.0
2023-06-07,SAF-01,SAF-01_OFF_GAS_CO_PCT,off_gas_co_pct,61.597,%,False,0.0
2023-06-07,SAF-01,SAF-01_TAP_WEIGHT_T,tap_weight_t,41.201,t,False,0.0
2023-06-07,SAF-01,SAF-01_CR_YIELD_PCT,cr_yield_pct,89.277,%,False,0.0
2023-06-07,SAF-02,SAF-02_TEMPERATURE_C,temperature_c,1606.02,°C,False,0.0
2023-06-07,SAF-02,SAF-02_ELECTRODE_POS_MM,electrode_pos_mm,1857.573,mm,False,0.0
2023-06-07,SAF-02,SAF-02_POWER_MW,power_mw,39.196,MW,False,0.0
2023-06-07,SAF-02,SAF-02_OFF_GAS_CO_PCT,off_gas_co_pct,62.259,%,False,0.0
2023-06-07,SAF-02,SAF-02_TAP_WEIGHT_T,tap_weight_t,40.12,t,False,0.0
2023-06-07,SAF-02,SAF-02_CR_YIELD_PCT,cr_yield_pct,88.717,%,False,0.0
2023-06-08,SAF-01,SAF-01_TEMPERATURE_C,temperature_c,1623.581,°C,False,0.0
2023-06-08,SAF-01,SAF-01_ELECTRODE_POS_MM,electrode_pos_mm,1898.458,mm,False,0.0
2023-06-08,SAF-01,SAF-01_POWER_MW,power_mw,39.22,MW,False,0.0
2023-06-08,SAF-01,SAF-01_OFF_GAS_CO_PCT,off_gas_co_pct,59.888,%,False,0.0
2023-06-08,SAF-01,SAF-01_TAP_WEIGHT_T,tap_weight_t,39.457,t,False,0.0
2023-06-08,SAF-01,SAF-01_CR_YIELD_PCT,cr_yield_pct,88.933,%,False,0.0
2023-06-08,SAF-02,SAF-02_TEMPERATURE_C,temperature_c,1631.825,°C,False,0.0
2023-06-08,SAF-02,SAF-02_ELECTRODE_POS_MM,electrode_pos_mm,1855.269,mm,False,0.0
2023-06-08,SAF-02,SAF-02_POWER_MW,power_mw,38.158,MW,False,0.0
2023-06-08,SAF-02,SAF-02_OFF_GAS_CO_PCT,off_gas_co_pct,65.332,%,False,0.0
2023-06-08,SAF-02,SAF-02_TAP_WEIGHT_T,tap_weight_t,39.465,t,False,0.0
2023-06-08,SAF-02,SAF-02_CR_YIELD_PCT,cr_yield_pct,88.04,%,False,0.0
2023-06-09,SAF-01,SAF-01_TEMPERATURE_C,temperature_c,1633.609,°C,False,0.0
2023-06-09,SAF-01,SAF-01_ELECTRODE_POS_MM,electrode_pos_mm,1884.04,mm,False,0.0
2023-06-09,SAF-01,SAF-01_POWER_MW,power_mw,38.541,MW,False,0.0
2023-06-09,SAF-01,SAF-01_OFF_GAS_CO_PCT,off_gas_co_pct,59.516,%,False,0.0
2023-06-09,SAF-01,SAF-01_TAP_WEIGHT_T,tap_weight_t,36.572,t,False,0.0
2023-06-09,SAF-01,SAF-01_CR_YIELD_PCT,cr_yield_pct,88.328,%,False,0.0
2023-06-09,SAF-02,SAF-02_TEMPERATURE_C,temperature_c,1631.54,°C,False,0.0
2023-06-09,SAF-02,SAF-02_ELECTRODE_POS_MM,electrode_pos_mm,1910.046,mm,False,0.0
2023-06-09,SAF-02,SAF-02_POWER_MW,power_mw,36.15,MW,False,0.0
2023-06-09,SAF-02,SAF-02_OFF_GAS_CO_PCT,off_gas_co_pct,61.46,%,False,0.0
2023-06-09,SAF-02,SAF-02_TAP_WEIGHT_T,tap_weight_t,37.737,t,False,0.0
2023-06-09,SAF-02,SAF-02_CR_YIELD_PCT,cr_yield_pct,88.579,%,False,0.0
2023-06-10,SAF-01,SAF-01_TEMPERATURE_C,temperature_c,1621.459,°C,False,0.0
2023-06-10,SAF-01,SAF-01_ELECTRODE_POS_MM,electrode_pos_mm,1817.614,mm,False,0.0
2023-06-10,SAF-01,SAF-01_POWER_MW,power_mw,36.292,MW,False,0.0
2023-06-10,SAF-01,SAF-01_OFF_GAS_CO_PCT,off_gas_co_pct,62.254,%,False,0.0
2023-06-10,SAF-01,SAF-01_TAP_WEIGHT_T,tap_weight_t,37.769,t,False,0.0
2023-06-10,SAF-01,SAF-01_CR_YIELD_PCT,cr_yield_pct,85.934,%,False,0.0
2023-06-10,SAF-02,SAF-02_TEMPERATURE_C,temperature_c,1617.862,°C,False,0.0
2023-06-10,SAF-02,SAF-02_ELECTRODE_POS_MM,electrode_pos_mm,1825.359,mm,False,0.0
2023-06-10,SAF-02,SAF-02_POWER_MW,power_mw,37.68,MW,False,0.0
2023-06-10,SAF-02,SAF-02_OFF_GAS_CO_PCT,off_gas_co_pct,61.651,%,False,0.0
2023-06-10,SAF-02,SAF-02_TAP_WEIGHT_T,tap_weight_t,36.726,t,False,0.0
2023-06-10,SAF-02,SAF-02_CR_YIELD_PCT,cr_yield_pct,89.154,%,False,0.0
2023-06-11,SAF-01,SAF-01_TEMPERATURE_C,temperature_c,1627.546,°C,False,0.0
2023-06-11,SAF-01,SAF-01_ELECTRODE_POS_MM,electrode_pos_mm,1845.259,mm,False,0.0
2023-06-11,SAF-01,SAF-01_POWER_MW,power_mw,39.131,MW,False,0.0
2023-06-11,SAF-01,SAF-01_OFF_GAS_CO_PCT,off_gas_co_pct,61.531,%,False,0.0
2023-06-11,SAF-01,SAF-01_TAP_WEIGHT_T,tap_weight_t,38.004,t,False,0.0
2023-06-11,SAF-01,SAF-01_CR_YIELD_PCT,cr_yield_pct,87.744,%,False,0.0
2023-06-11,SAF-02,SAF-02_TEMPERATURE_C,temperature_c,1615.522,°C,False,0.0
2023-06-11,SAF-02,SAF-02_ELECTRODE_POS_MM,electrode_pos_mm,1834.988,mm,False,0.0
2023-06-11,SAF-02,SAF-02_POWER_MW,power_mw,39.63,MW,False,0.0
2023-06-11,SAF-02,SAF-02_OFF_GAS_CO_PCT,off_gas_co_pct,62.83,%,False,0.0
2023-06-11,SAF-02,SAF-02_TAP_WEIGHT_T,tap_weight_t,38.22,t,False,0.0
2023-06-11,SAF-02,SAF-02_CR_YIELD_PCT,cr_yield_pct,88.469,%,False,0.0
2023-06-12,SAF-01,SAF-01_TEMPERATURE_C,temperature_c,1639.562,°C,False,0.0
2023-06-12,SAF-01,SAF-01_ELECTRODE_POS_MM,electrode_pos_mm,1888.616,mm,False,0.0
2023-06-12,SAF-01,SAF-01_POWER_MW,power_mw,37.889,MW,False,0.0
2023-06-12,SAF-01,SAF-01_OFF_GAS_CO_PCT,off_gas_co_pct,60.438,%,False,0.0
2023-06-12,SAF-01,SAF-01_TAP_WEIGHT_T,tap_weight_t,37.38,t,False,0.0
2023-06-12,SAF-01,SAF-01_CR_YIELD_PCT,cr_yield_pct,88.79,%,False,0.0
2023-06-12,SAF-02,SAF-02_TEMPERATURE_C,temperature_c,1615.042,°C,False,0.0
2023-06-12,SAF-02,SAF-02_ELECTRODE_POS_MM,electrode_pos_mm,1822.366,mm,False,0.0
2023-06-12,SAF-02,SAF-02_POWER_MW,power_mw,36.038,MW,False,0.0
2023-06-12,SAF-02,SAF-02_OFF_GAS_CO_PCT,off_gas_co_pct,60.827,%,False,0.0
2023-06-12,SAF-02,SAF-02_TAP_WEIGHT_T,tap_weight_t,37.267,t,False,0.0
2023-06-12,SAF-02,SAF-02_CR_YIELD_PCT,cr_yield_pct,88.903,%,False,0.0
2023-06-13,SAF-01,SAF-01_TEMPERATURE_C,temperature_c,1607.558,°C,False,0.0
2023-06-13,SAF-01,SAF-01_ELECTRODE_POS_MM,electrode_pos_mm,1831.359,mm,False,0.0
2023-06-13,SAF-01,SAF-01_POWER_MW,power_mw,37.802,MW,False,0.0
2023-06-13,SAF-01,SAF-01_OFF_GAS_CO_PCT,off_gas_co_pct,63.352,%,False,0.0
2023-06-13,SAF-01,SAF-01_TAP_WEIGHT_T,tap_weight_t,40.579,t,False,0.0
2023-06-13,SAF-01,SAF-01_CR_YIELD_PCT,cr_yield_pct,89.403,%,False,0.0
2023-06-13,SAF-02,SAF-02_TEMPERATURE_C,temperature_c,1615.318,°C,False,0.0
2023-06-13,SAF-02,SAF-02_ELECTRODE_POS_MM,electrode_pos_mm,1811.921,mm,False,0.0
2023-06-13,SAF-02,SAF-02_POWER_MW,power_mw,38.909,MW,False,0.0
2023-06-13,SAF-02,SAF-02_OFF_GAS_CO_PCT,off_gas_co_pct,62.622,%,False,0.0
2023-06-13,SAF-02,SAF-02_TAP_WEIGHT_T,tap_weight_t,38.375,t,False,0.0
2023-06-13,SAF-02,SAF-02_CR_YIELD_PCT,cr_yield_pct,88.034,%,False,0.0
2023-06-14,SAF-01,SAF-01_TEMPERATURE_C,temperature_c,1593.136,°C,False,0.0
2023-06-14,SAF-01,SAF-01_ELECTRODE_POS_MM,electrode_pos_mm,1907.077,mm,False,0.0
2023-06-14,SAF-01,SAF-01_POWER_MW,power_mw,39.354,MW,False,0.0
2023-06-14,SAF-01,SAF-01_OFF_GAS_CO_PCT,off_gas_co_pct,61.306,%,False,0.0
2023-06-14,SAF-01,SAF-01_TAP_WEIGHT_T,tap_weight_t,35.667,t,False,0.0
2023-06-14,SAF-01,SAF-01_CR_YIELD_PCT,cr_yield_pct,87.437,%,False,0.0
2023-06-14,SAF-02,SAF-02_TEMPERATURE_C,temperature_c,1600.483,°C,False,0.0
2023-06-14,SAF-02,SAF-02_ELECTRODE_POS_MM,electrode_pos_mm,1879.226,mm,False,0.0
2023-06-14,SAF-02,SAF-02_POWER_MW,power_mw,37.997,MW,False,0.0
2023-06-14,SAF-02,SAF-02_OFF_GAS_CO_PCT,off_gas_co_pct,62.109,%,False,0.0
2023-06-14,SAF-02,SAF-02_TAP_WEIGHT_T,tap_weight_t,36.284,t,False,0.0
2023-06-14,SAF-02,SAF-02_CR_YIELD_PCT,cr_yield_pct,89.213,%,False,0.0
2023-06-15,SAF-01,SAF-01_TEMPERATURE_C,temperature_c,1620.533,°C,False,0.0
2023-06-15,SAF-01,SAF-01_ELECTRODE_POS_MM,electrode_pos_mm,1854.067,mm,False,0.0
2023-06-15,SAF-01,SAF-01_POWER_MW,power_mw,36.79,MW,False,0.0
2023-06-15,SAF-01,SAF-01_OFF_GAS_CO_PCT,off_gas_co_pct,61.833,%,False,0.0
2023-06-15,SAF-01,SAF-01_TAP_WEIGHT_T,tap_weight_t,39.041,t,False,0.0
2023-06-15,SAF-01,SAF-01_CR_YIELD_PCT,cr_yield_pct,87.429,%,False,0.0
2023-06-15,SAF-02,SAF-02_TEMPERATURE_C,temperature_c,1612.505,°C,False,0.0
2023-06-15,SAF-02,SAF-02_ELECTRODE_POS_MM,electrode_pos_mm,1890.925,mm,False,0.0
2023-06-15,SAF-02,SAF-02_POWER_MW,power_mw,37.005,MW,False,0.0
2023-06-15,SAF-02,SAF-02_OFF_GAS_CO_PCT,off_gas_co_pct,60.747,%,False,0.0
2023-06-15,SAF-02,SAF-02_TAP_WEIGHT_T,tap_weight_t,38.399,t,False,0.0
2023-06-15,SAF-02,SAF-02_CR_YIELD_PCT,cr_yield_pct,86.268,%,False,0.0
2023-06-16,SAF-01,SAF-01_TEMPERATURE_C,temperature_c,1597.041,°C,False,0.0
2023-06-16,SAF-01,SAF-01_ELECTRODE_POS_MM,electrode_pos_mm,1853.409,mm,False,0.0
2023-06-16,SAF-01,SAF-01_POWER_MW,power_mw,40.167,MW,False,0.0
2023-06-16,SAF-01,SAF-01_OFF_GAS_CO_PCT,off_gas_co_pct,61.882,%,False,0.0
2023-06-16,SAF-01,SAF-01_TAP_WEIGHT_T,tap_weight_t,36.839,t,False,0.0
2023-06-16,SAF-01,SAF-01_CR_YIELD_PCT,cr_yield_pct,86.414,%,False,0.0
2023-06-16,SAF-02,SAF-02_TEMPERATURE_C,temperature_c,1629.089,°C,False,0.0
2023-06-16,SAF-02,SAF-02_ELECTRODE_POS_MM,electrode_pos_mm,1853.538,mm,False,0.0
2023-06-16,SAF-02,SAF-02_POWER_MW,power_mw,38.399,MW,False,0.0
2023-06-16,SAF-02,SAF-02_OFF_GAS_CO_PCT,off_gas_co_pct,63.52,%,False,0.0
2023-06-16,SAF-02,SAF-02_TAP_WEIGHT_T,tap_weight_t,36.636,t,False,0.0
2023-06-16,SAF-02,SAF-02_CR_YIELD_PCT,cr_yield_pct,88.545,%,False,0.0
2023-06-17,SAF-01,SAF-01_TEMPERATURE_C,temperature_c,1588.238,°C,False,0.0
2023-06-17,SAF-01,SAF-01_ELECTRODE_POS_MM,electrode_pos_mm,1855.647,mm,False,0.0
2023-06-17,SAF-01,SAF-01_POWER_MW,power_mw,39.713,MW,False,0.0
2023-06-17,SAF-01,SAF-01_OFF_GAS_CO_PCT,off_gas_co_pct,61.557,%,False,0.0
2023-06-17,SAF-01,SAF-01_TAP_WEIGHT_T,tap_weight_t,35.88,t,False,0.0
2023-06-17,SAF-01,SAF-01_CR_YIELD_PCT,cr_yield_pct,90.162,%,False,0.0
2023-06-17,SAF-02,SAF-02_TEMPERATURE_C,temperature_c,1622.211,°C,False,0.0
2023-06-17,SAF-02,SAF-02_ELECTRODE_POS_MM,electrode_pos_mm,1860.358,mm,False,0.0
2023-06-17,SAF-02,SAF-02_POWER_MW,power_mw,36.707,MW,False,0.0
2023-06-17,SAF-02,SAF-02_OFF_GAS_CO_PCT,off_gas_co_pct,59.263,%,False,0.0
2023-06-17,SAF-02,SAF-02_TAP_WEIGHT_T,tap_weight_t,37.427,t,False,0.0
2023-06-17,SAF-02,SAF-02_CR_YIELD_PCT,cr_yield_pct,87.925,%,False,0.0
2023-06-18,SAF-01,SAF-01_TEMPERATURE_C,temperature_c,1608.323,°C,False,0.0
2023-06-18,SAF-01,SAF-01_ELECTRODE_POS_MM,electrode_pos_mm,1868.828,mm,False,0.0
2023-06-18,SAF-01,SAF-01_POWER_MW,power_mw,36.01,MW,False,0.0
2023-06-18,SAF-01,SAF-01_OFF_GAS_CO_PCT,off_gas_co_pct,61.723,%,False,0.0
2023-06-18,SAF-01,SAF-01_TAP_WEIGHT_T,tap_weight_t,40.765,t,False,0.0
